Date;Location;Rainfall;WindGustDir;WindGustSpeed;WindSpeed3pm;Humidity3pm;Pressure3pm;Cloud3pm;Temp3pm
01.06.2011;Sydney;4.6;ESE;54;37;63;1025;NA;18.7
02.06.2011;Sydney;2.6;SE;37;19;75;1022.7;NA;18.2
03.06.2011;Sydney;0;W;28;6;58;1014.7;NA;18.5
04.06.2011;Sydney;0;SSW;26;6;62;1013.7;NA;18.3
05.06.2011;Sydney;1.4;W;39;9;47;1012.9;NA;16.5
06.06.2011;Sydney;0;WSW;48;20;62;1016.2;NA;15
07.06.2011;Sydney;0;W;39;24;38;1013.2;NA;14
08.06.2011;Sydney;0;W;67;30;28;1012.7;NA;13.1
09.06.2011;Sydney;0;W;54;28;40;1011;NA;15.2
10.06.2011;Sydney;0;SW;56;31;60;1017;NA;14.2
11.06.2011;Sydney;7.8;SE;54;26;80;1024.6;NA;13.8
12.06.2011;Sydney;18.2;S;57;35;67;1022.9;NA;15.3
13.06.2011;Sydney;23.4;SSE;50;20;62;1021.1;NA;16.3
14.06.2011;Sydney;10.4;SSE;67;35;78;1019.9;NA;15.4
15.06.2011;Sydney;13.8;ESE;69;28;63;1021.4;NA;17.4
16.06.2011;Sydney;4.2;ESE;54;22;68;1016.8;NA;16.3
17.06.2011;Sydney;4.2;W;70;39;40;1005.5;NA;15.5
18.06.2011;Sydney;0;W;54;39;39;1009.8;NA;17
19.06.2011;Sydney;0;W;30;9;39;1014;NA;17.7
20.06.2011;Sydney;0;NW;35;22;38;1011.9;NA;18.6
21.06.2011;Sydney;0;W;78;39;37;1000.6;NA;18.5
22.06.2011;Sydney;0;WSW;54;30;30;1010.4;NA;15.7
23.06.2011;Sydney;0;SW;50;9;36;1017.3;NA;19.5
24.06.2011;Sydney;0;W;26;9;40;1024.7;NA;17.6
25.06.2011;Sydney;0;W;26;7;53;1028;NA;18.2
26.06.2011;Sydney;0;W;22;6;39;1023.3;NA;20.5
27.06.2011;Sydney;0;W;33;17;51;1027.2;NA;19.1
28.06.2011;Sydney;0;SSE;43;13;62;1032.6;NA;16.3
29.06.2011;Sydney;2.8;ESE;43;6;87;1035.7;NA;14.6
30.06.2011;Sydney;0.4;SSE;30;15;59;1034.8;NA;16.2
01.07.2011;Sydney;0.4;SSE;33;20;67;1028.1;NA;16.2
02.07.2011;Sydney;2.6;W;24;2;57;1022.6;NA;18.9
03.07.2011;Sydney;0;N;39;20;43;1017.5;NA;19.8
04.07.2011;Sydney;0.2;NW;50;26;55;1010;NA;18.6
05.07.2011;Sydney;0;W;65;39;27;1004.8;NA;16.5
06.07.2011;Sydney;0;WNW;52;20;30;1007.4;NA;17
07.07.2011;Sydney;0;W;70;30;28;1013.8;NA;16
08.07.2011;Sydney;0;WSW;50;17;29;1018.2;NA;16.6
09.07.2011;Sydney;0;WSW;52;22;32;1015.5;NA;16.4
10.07.2011;Sydney;0;W;80;31;29;1010.2;NA;15.9
11.07.2011;Sydney;0;SW;46;13;23;1018.1;NA;17.3
12.07.2011;Sydney;0;WSW;48;11;31;1017.9;NA;18.5
13.07.2011;Sydney;0;WSW;48;22;48;1016.5;NA;11.9
14.07.2011;Sydney;0;SW;44;22;35;1027.4;NA;14.6
15.07.2011;Sydney;0.8;S;39;13;84;1032.4;NA;12.7
16.07.2011;Sydney;9;ENE;26;17;62;1027.7;NA;14.8
17.07.2011;Sydney;2.2;W;17;2;86;1021.5;NA;14.5
18.07.2011;Sydney;1.4;SW;39;4;49;1015;NA;18.5
19.07.2011;Sydney;0.6;W;56;26;72;1011.6;NA;10.3
20.07.2011;Sydney;76.8;S;70;24;83;1013.5;NA;15
21.07.2011;Sydney;39.2;WSW;56;30;92;1014.3;NA;11.4
22.07.2011;Sydney;88.2;S;46;19;95;1018;NA;11.5
23.07.2011;Sydney;57.4;SSW;41;22;67;1019.1;NA;14.5
24.07.2011;Sydney;2;W;33;13;46;1017.8;NA;13.8
25.07.2011;Sydney;0.6;NW;33;4;53;1014.8;NA;16.7
26.07.2011;Sydney;0.6;WSW;35;15;32;1018.6;NA;18
27.07.2011;Sydney;0.2;S;39;20;59;1026.8;NA;16.3
28.07.2011;Sydney;0;W;28;15;41;1025.6;NA;19.6
29.07.2011;Sydney;0;WNW;22;11;32;1023.6;NA;19
30.07.2011;Sydney;0;NNE;24;6;43;1020.5;NA;18.8
31.07.2011;Sydney;0;W;28;2;31;1019.4;NA;21.1
01.08.2011;Sydney;0;NNE;26;15;53;1019.4;NA;19.3
02.08.2011;Sydney;0;W;24;4;37;1020.9;NA;21.7
03.08.2011;Sydney;0;W;26;15;41;1021.6;NA;23
04.08.2011;Sydney;0;NA;NA;17;50;1024;NA;23
05.08.2011;Sydney;0;NNW;33;20;30;1021.8;NA;24.7
06.08.2011;Sydney;0;WSW;37;11;44;1016.7;NA;21.7
07.08.2011;Sydney;0.6;NW;35;17;77;1012.6;NA;16.7
08.08.2011;Sydney;4.4;W;33;13;43;1007.8;NA;15.9
09.08.2011;Sydney;0;WSW;33;15;37;1005.6;NA;16.1
10.08.2011;Sydney;0;WSW;39;15;39;1004.5;NA;16.5
11.08.2011;Sydney;0;W;33;13;47;1008.2;NA;16.9
12.08.2011;Sydney;13;SSW;41;15;83;1018.7;NA;14.2
13.08.2011;Sydney;2.6;W;28;17;51;1022.2;NA;17.2
14.08.2011;Sydney;1;S;24;11;71;1023.9;NA;15.7
15.08.2011;Sydney;0.6;W;26;15;58;1022.8;NA;17.2
16.08.2011;Sydney;0;ESE;24;11;62;1018.7;NA;17.5
17.08.2011;Sydney;0;NNE;52;17;80;1014.1;NA;15.2
18.08.2011;Sydney;5.6;NNW;50;30;27;1008.7;NA;17.9
19.08.2011;Sydney;0.8;SE;78;39;74;1015.8;NA;16.2
20.08.2011;Sydney;20.2;SSE;56;26;47;1028.6;NA;18.7
21.08.2011;Sydney;2.2;ESE;46;28;56;1034.6;NA;17.6
22.08.2011;Sydney;0;ESE;44;19;49;1036.7;NA;17.5
23.08.2011;Sydney;0;NA;NA;11;69;1031.8;NA;16.6
24.08.2011;Sydney;1;ENE;28;17;51;1026.6;NA;18.4
25.08.2011;Sydney;0.2;E;30;17;64;1020.6;NA;19
26.08.2011;Sydney;0;SSE;30;15;60;1022.9;NA;19.1
27.08.2011;Sydney;0;SSE;28;6;75;1017.7;NA;18.1
28.08.2011;Sydney;0;SSW;35;17;63;1017;NA;18.7
29.08.2011;Sydney;0;WSW;31;6;28;1015.1;NA;23.3
30.08.2011;Sydney;0;SSE;31;17;62;1021.1;NA;16.6
31.08.2011;Sydney;0;ESE;24;17;60;1021.3;NA;18.4
01.09.2011;Sydney;0;ESE;30;19;57;1022.4;NA;19.3
02.09.2011;Sydney;0;S;37;19;51;1028.6;NA;16.5
03.09.2011;Sydney;0;ENE;37;26;54;1027;NA;18.6
04.09.2011;Sydney;0;NNE;39;20;57;1024;NA;19.4
05.09.2011;Sydney;0;NNE;37;13;62;1023.2;NA;20.1
06.09.2011;Sydney;0;W;56;15;28;1014.3;NA;26.6
07.09.2011;Sydney;2.4;W;43;19;39;1017.5;NA;17.1
08.09.2011;Sydney;0;E;24;17;60;1017.6;NA;17.1
09.09.2011;Sydney;4.4;WSW;46;13;67;1006.1;NA;14.1
10.09.2011;Sydney;1.6;W;57;31;31;1008.2;NA;15.3
11.09.2011;Sydney;0.2;SW;50;19;32;1011;NA;17.9
12.09.2011;Sydney;0;SW;46;19;43;1022.6;NA;17.1
13.09.2011;Sydney;0;NW;35;19;50;1019.9;NA;19.1
14.09.2011;Sydney;0;S;59;24;14;1017;NA;26
15.09.2011;Sydney;0;SSE;37;20;62;1018.1;NA;18.1
16.09.2011;Sydney;0;NA;NA;17;49;1012.5;NA;20.1
17.09.2011;Sydney;0;SSW;31;19;71;1013.2;NA;19.9
18.09.2011;Sydney;0;S;59;31;59;1015.9;NA;21.9
19.09.2011;Sydney;0;NNE;56;26;67;1013.7;NA;20.9
20.09.2011;Sydney;0;W;78;43;20;1006.5;NA;23
21.09.2011;Sydney;0;W;41;17;42;1017.5;NA;19.3
22.09.2011;Sydney;0;NNE;44;20;57;1019;NA;20.4
23.09.2011;Sydney;0;SSE;70;17;14;1012.8;NA;30.4
24.09.2011;Sydney;0.2;SSE;39;19;76;1017.8;NA;16.3
25.09.2011;Sydney;23.8;ESE;61;20;92;1020.3;NA;13.2
26.09.2011;Sydney;30;ESE;44;17;45;1022.1;NA;19.3
27.09.2011;Sydney;0.4;ENE;41;22;53;1018.9;NA;18.5
28.09.2011;Sydney;0;NNE;31;11;84;1010.6;NA;15.8
29.09.2011;Sydney;7.8;W;72;31;38;996.3;NA;16.9
30.09.2011;Sydney;0.8;W;63;33;27;1002.8;NA;20.2
01.10.2011;Sydney;0.2;SSW;48;17;46;1005;NA;18.3
02.10.2011;Sydney;9.8;SSE;67;31;63;1016.7;NA;15.2
03.10.2011;Sydney;4.6;S;50;28;50;1021.3;NA;17.5
04.10.2011;Sydney;0.2;SSE;35;20;47;1022.9;NA;19.4
05.10.2011;Sydney;0.2;WNW;24;15;47;1018.2;NA;17.8
06.10.2011;Sydney;0;NNE;22;15;62;1013.5;NA;17.9
07.10.2011;Sydney;2.2;E;24;19;64;1010.2;NA;20
08.10.2011;Sydney;2;ESE;31;20;74;1009.4;NA;19
09.10.2011;Sydney;1;WSW;54;20;31;1004.9;NA;21.3
10.10.2011;Sydney;0.2;E;30;22;62;1006.5;NA;18.2
11.10.2011;Sydney;0;WSW;56;19;36;1009.5;NA;19.6
12.10.2011;Sydney;0;ESE;41;22;65;1017;NA;17.5
13.10.2011;Sydney;0.2;E;33;24;51;1021.3;NA;19.7
14.10.2011;Sydney;0;ENE;35;22;70;1017.4;NA;17.8
15.10.2011;Sydney;7.2;ENE;39;15;68;1007.5;NA;21.7
16.10.2011;Sydney;0.2;SSW;37;24;51;1014.8;NA;21.9
17.10.2011;Sydney;3.2;S;43;20;38;1031.8;NA;19.6
18.10.2011;Sydney;0.2;E;28;17;42;1031.6;NA;19.2
19.10.2011;Sydney;0;NE;35;24;55;1027.8;NA;20.9
20.10.2011;Sydney;0;NNE;48;22;50;1023.5;NA;23
21.10.2011;Sydney;0.2;SSW;33;9;39;1021.4;NA;26.3
22.10.2011;Sydney;0;SSW;31;19;64;1021.5;NA;23.1
23.10.2011;Sydney;0;ENE;30;19;71;1017.9;NA;22.4
24.10.2011;Sydney;0;NW;44;28;21;1007.7;NA;33.8
25.10.2011;Sydney;0.8;SSE;59;33;86;1013.6;NA;16.9
26.10.2011;Sydney;2.8;SSE;41;20;52;1022.3;NA;17.2
27.10.2011;Sydney;2.2;ESE;39;19;50;1021.9;NA;19.3
28.10.2011;Sydney;0;ENE;43;30;58;1015.5;NA;21.2
29.10.2011;Sydney;0;NNE;35;11;69;1008.9;NA;24.1
30.10.2011;Sydney;0;S;59;22;99;1009.5;NA;21.6
31.10.2011;Sydney;0;SSE;48;26;45;1019.7;NA;20.2
01.11.2011;Sydney;0.4;S;28;17;55;1016;NA;19.8
02.11.2011;Sydney;0;S;43;26;46;1009.4;NA;22.7
03.11.2011;Sydney;11.4;SE;39;11;50;1013.8;NA;18
04.11.2011;Sydney;3.8;ESE;30;17;55;1018.1;NA;20.4
05.11.2011;Sydney;0.2;ENE;43;26;67;1015;NA;21.5
06.11.2011;Sydney;0;NE;31;17;58;1009.2;NA;25.8
07.11.2011;Sydney;0;E;28;11;57;1012.2;NA;25.6
08.11.2011;Sydney;0.6;W;63;24;63;1008.8;NA;27
09.11.2011;Sydney;19.8;NNE;43;13;63;1011.2;NA;27.6
10.11.2011;Sydney;0;SSE;52;20;43;1011.5;NA;28.2
11.11.2011;Sydney;0.4;ENE;39;24;51;1022.5;NA;22.5
12.11.2011;Sydney;0;NNE;35;17;56;1015.1;NA;23.4
13.11.2011;Sydney;0;ENE;33;24;NA;1013.9;NA;22.5
14.11.2011;Sydney;0;S;67;9;23;1004.9;NA;34.9
15.11.2011;Sydney;0;NE;46;24;50;1016.6;NA;23.3
16.11.2011;Sydney;0;S;65;22;73;1018.7;NA;20.7
17.11.2011;Sydney;12.8;ESE;22;11;94;1018.7;NA;17.9
18.11.2011;Sydney;1.8;ENE;30;22;68;1016.1;NA;22.9
19.11.2011;Sydney;0;NNE;48;17;64;1010.4;NA;26.6
20.11.2011;Sydney;0;W;74;9;57;1007.4;NA;26.1
21.11.2011;Sydney;2.4;NE;31;17;63;1015.2;NA;21.2
22.11.2011;Sydney;4.8;SSE;41;22;75;1008.8;NA;21.8
23.11.2011;Sydney;38.8;SE;48;24;86;1019.7;NA;17.2
24.11.2011;Sydney;14.8;ESE;43;24;76;1025.7;NA;17.3
25.11.2011;Sydney;7.6;E;52;15;89;1020.4;NA;18.6
26.11.2011;Sydney;22;NE;59;30;73;1003.9;NA;24.3
27.11.2011;Sydney;6.8;WNW;54;26;34;1007.9;NA;27.2
28.11.2011;Sydney;0;NE;46;24;63;1015.6;NA;24.4
29.11.2011;Sydney;0;NE;65;22;76;1014.2;NA;24.6
30.11.2011;Sydney;0;SW;54;22;41;1009.1;NA;30.6
01.12.2011;Sydney;1.4;S;57;22;41;1020.6;NA;20.9
02.12.2011;Sydney;1.4;SSE;52;30;50;1020.8;NA;20.7
03.12.2011;Sydney;0;NNE;39;24;45;1016.9;NA;21.2
04.12.2011;Sydney;0;SSE;63;28;72;1015;NA;16.3
05.12.2011;Sydney;4.8;NA;NA;17;69;1019.9;NA;16.4
06.12.2011;Sydney;5.4;ESE;30;17;58;1017.9;NA;17.4
07.12.2011;Sydney;2.2;ESE;35;24;71;1014;NA;19.1
08.12.2011;Sydney;23.6;SSE;22;11;63;1013.1;NA;21.8
09.12.2011;Sydney;0.6;ENE;28;17;57;1013.3;NA;22.9
10.12.2011;Sydney;0.2;E;24;13;65;1008;NA;22.4
11.12.2011;Sydney;0;SSE;37;13;89;1002.1;NA;20.5
12.12.2011;Sydney;12.6;S;46;19;77;1006.3;NA;18.8
13.12.2011;Sydney;4.2;SSW;48;31;49;1007.9;NA;23.2
14.12.2011;Sydney;0.4;SE;46;22;49;1016.2;NA;19.7
15.12.2011;Sydney;0.2;ESE;31;20;48;1018;NA;21.4
16.12.2011;Sydney;0;SE;30;17;48;1020.8;NA;20.8
17.12.2011;Sydney;0;ESE;26;20;47;1021.4;NA;21.3
18.12.2011;Sydney;0;NE;44;24;51;1016.2;NA;22.2
19.12.2011;Sydney;0;NNE;46;24;75;1008;NA;21.7
20.12.2011;Sydney;14.8;SW;37;22;63;1014.4;NA;22.8
21.12.2011;Sydney;0;ESE;33;24;57;1016.6;NA;23.5
22.12.2011;Sydney;0;ENE;20;13;77;1017;NA;19.7
23.12.2011;Sydney;5.2;E;31;20;69;1012.9;NA;24.2
24.12.2011;Sydney;0.4;ENE;33;19;62;1012.5;NA;25.1
25.12.2011;Sydney;0;NE;52;31;62;1009.8;NA;25
26.12.2011;Sydney;0;S;59;9;68;1004.2;NA;24.4
27.12.2011;Sydney;0.4;SSE;50;24;64;1010.7;NA;21.3
28.12.2011;Sydney;0;SSE;50;17;52;1011.8;NA;23.9
29.12.2011;Sydney;0;SSE;43;24;39;1014.9;NA;23.8
30.12.2011;Sydney;0.6;ESE;37;20;48;1019.5;NA;23.9
31.12.2011;Sydney;0;ENE;28;19;54;1018.8;NA;22.8
01.01.2012;Sydney;0;ENE;41;26;48;1015.3;NA;25
02.01.2012;Sydney;0;NE;43;24;52;1016.5;NA;25.4
03.01.2012;Sydney;0;NE;44;24;57;1015.4;NA;25.5
04.01.2012;Sydney;0;S;67;9;59;1010.2;NA;27.8
05.01.2012;Sydney;0;SSE;44;17;61;1014.2;NA;23.4
06.01.2012;Sydney;0.8;SSW;56;28;57;1016.4;NA;21.5
07.01.2012;Sydney;0;ENE;43;28;52;1012.1;NA;23.8
08.01.2012;Sydney;0;NE;43;20;66;1003.5;NA;25.6
09.01.2012;Sydney;31.6;S;41;24;59;1005.7;NA;25.8
10.01.2012;Sydney;0.2;W;35;30;28;1006.8;NA;29.4
11.01.2012;Sydney;0;WSW;70;39;18;1001.5;NA;26.9
12.01.2012;Sydney;0;SW;43;24;39;1015.6;NA;21.2
13.01.2012;Sydney;0;ENE;43;26;52;1013.5;NA;24.1
14.01.2012;Sydney;0;ESE;39;13;60;1015.8;NA;22.4
15.01.2012;Sydney;29;ENE;56;24;67;1019.2;NA;21.9
16.01.2012;Sydney;18.6;E;39;26;70;1022.1;NA;23.2
17.01.2012;Sydney;6;ENE;35;20;61;1021.1;NA;25
18.01.2012;Sydney;0;ENE;33;22;63;1014.3;NA;26.1
19.01.2012;Sydney;0;S;44;20;67;1017.3;NA;25.4
20.01.2012;Sydney;0;E;28;19;58;1015;NA;25.2
21.01.2012;Sydney;0;SE;31;2;82;1015.8;NA;22.6
22.01.2012;Sydney;12;ESE;44;24;50;1021.5;NA;25.7
23.01.2012;Sydney;0.2;NA;NA;20;55;1021.1;NA;23.5
24.01.2012;Sydney;0;ESE;35;7;84;1016.5;NA;21.7
25.01.2012;Sydney;7.2;NNE;35;13;91;1013;NA;22.7
26.01.2012;Sydney;29.6;E;26;15;68;1013.4;NA;26.4
27.01.2012;Sydney;2;ESE;46;28;70;1016.8;NA;24.1
28.01.2012;Sydney;0.2;ENE;31;19;81;1013.2;NA;23.7
29.01.2012;Sydney;0;NE;50;28;62;1008.8;NA;26.1
30.01.2012;Sydney;1.4;NNE;56;24;52;998.7;NA;31.2
31.01.2012;Sydney;0;SSE;44;28;68;1008;NA;24.4
01.02.2012;Sydney;8.8;SE;48;28;66;1013.7;NA;21.2
02.02.2012;Sydney;5.4;ESE;39;17;82;1010.5;NA;18.5
03.02.2012;Sydney;49.8;SSW;35;9;83;1004.6;NA;20.7
04.02.2012;Sydney;6;ESE;24;17;61;1003.6;NA;25.6
05.02.2012;Sydney;0.2;NE;41;28;70;1000.5;NA;25.3
06.02.2012;Sydney;0;S;59;37;63;1002.9;NA;23.8
07.02.2012;Sydney;2.2;ESE;39;28;63;1007.2;NA;23.2
08.02.2012;Sydney;1.4;ESE;30;19;66;1011.5;NA;23.2
09.02.2012;Sydney;0.2;ENE;43;26;60;1012.2;NA;24.6
10.02.2012;Sydney;3.8;NE;46;24;63;1009.9;NA;24.3
11.02.2012;Sydney;2.2;SSW;46;11;81;1010.7;NA;18.1
12.02.2012;Sydney;3.2;E;31;19;60;1013.4;NA;25
13.02.2012;Sydney;1.8;ENE;31;20;66;1016.7;NA;23.8
14.02.2012;Sydney;0;ESE;31;19;59;1020.3;NA;23.3
15.02.2012;Sydney;0.6;E;28;19;52;1019.9;NA;25
16.02.2012;Sydney;0;NE;41;26;47;1017.9;NA;26
17.02.2012;Sydney;0;ENE;39;22;67;1015.7;NA;24
18.02.2012;Sydney;0.6;ESE;31;22;60;1016.6;NA;26.8
19.02.2012;Sydney;0;NNE;39;24;66;1014.1;NA;25.6
20.02.2012;Sydney;15.6;SSE;33;19;60;1010.6;NA;27.2
21.02.2012;Sydney;6.2;SSE;57;35;60;1010.9;NA;24.9
22.02.2012;Sydney;0.2;SE;33;22;55;1015.4;NA;25.8
23.02.2012;Sydney;0;ENE;31;22;59;1018.3;NA;25.6
24.02.2012;Sydney;0;ENE;33;22;61;1022.4;NA;26.9
25.02.2012;Sydney;0;ENE;43;28;60;1021.4;NA;25.5
26.02.2012;Sydney;0;NNE;44;19;66;1018.4;NA;25.6
27.02.2012;Sydney;0;ENE;37;22;55;1014.8;NA;27.5
28.02.2012;Sydney;0;WNW;31;20;44;1011;NA;31.9
29.02.2012;Sydney;2.8;SE;52;15;92;1012.5;NA;21.1
01.03.2012;Sydney;27.6;SSW;67;17;58;1001.4;NA;29.2
02.03.2012;Sydney;16;SSW;65;20;83;1015.4;NA;19.4
03.03.2012;Sydney;16.8;ENE;48;17;81;1018.5;NA;19.9
04.03.2012;Sydney;2.2;NE;41;24;65;1009.8;NA;26.4
05.03.2012;Sydney;14.8;SSE;39;26;58;1014;NA;25.9
06.03.2012;Sydney;0;SSE;44;28;53;1018;NA;23.9
07.03.2012;Sydney;0;SSW;54;22;60;1015.7;NA;21.3
08.03.2012;Sydney;109.4;NW;54;15;71;1005.9;NA;20.1
09.03.2012;Sydney;18;WSW;48;24;39;1007.9;NA;27
10.03.2012;Sydney;0;ESE;43;26;61;1014.4;NA;24.7
11.03.2012;Sydney;0;ENE;30;20;59;1016.8;NA;23
12.03.2012;Sydney;0;ENE;43;26;64;1020;NA;23.2
13.03.2012;Sydney;0;NE;37;19;57;1020;NA;24.1
14.03.2012;Sydney;0;E;39;24;79;1018;NA;23
15.03.2012;Sydney;0;NNE;44;22;60;1014.5;NA;25.4
16.03.2012;Sydney;0;NNE;43;15;69;1009.4;NA;25.5
17.03.2012;Sydney;41.8;SSW;50;22;88;1015.1;NA;19.4
18.03.2012;Sydney;2.4;S;57;28;64;1022.3;NA;21.6
19.03.2012;Sydney;12;ESE;43;22;57;1022.7;NA;23.2
20.03.2012;Sydney;1.2;E;31;19;53;1016.7;NA;24
21.03.2012;Sydney;0;NE;37;20;72;1005.1;NA;23.8
22.03.2012;Sydney;0;S;63;13;75;1007.9;NA;19.1
23.03.2012;Sydney;0.4;W;57;20;31;1001.7;NA;26.1
24.03.2012;Sydney;0;W;44;15;26;1011.8;NA;24.2
25.03.2012;Sydney;0;SE;28;15;55;1021;NA;20.8
26.03.2012;Sydney;0.4;NE;37;22;60;1021.2;NA;22.7
27.03.2012;Sydney;0.4;N;33;15;65;1021.9;NA;23.1
28.03.2012;Sydney;0;E;31;6;84;1020.3;NA;20.4
29.03.2012;Sydney;6.2;ENE;26;22;60;1016.6;NA;23.9
30.03.2012;Sydney;0.2;W;22;13;55;1016.9;NA;24.3
31.03.2012;Sydney;0;E;22;15;56;1016.7;NA;24.6
01.04.2012;Sydney;0;WSW;39;17;59;1015;NA;23.7
02.04.2012;Sydney;0.6;W;20;15;64;1014.7;NA;24
03.04.2012;Sydney;0;W;24;17;56;1013.6;NA;25.6
04.04.2012;Sydney;0;ENE;31;17;62;1016.3;NA;24.5
05.04.2012;Sydney;0;ENE;28;20;54;1019.2;NA;24.4
06.04.2012;Sydney;0;ENE;33;20;45;1017.2;NA;24.1
07.04.2012;Sydney;0;SSE;57;31;59;1016.9;NA;23.3
08.04.2012;Sydney;0;W;44;15;72;1013.6;NA;23.4
09.04.2012;Sydney;6.4;SSE;61;19;28;1013.6;NA;24.6
10.04.2012;Sydney;0;SW;65;33;40;1025.9;NA;18
11.04.2012;Sydney;0;SSW;54;31;55;1029.7;NA;19.9
12.04.2012;Sydney;7.2;NA;NA;15;54;1030.9;NA;22.2
13.04.2012;Sydney;0;ENE;28;20;54;1028.1;NA;22.4
14.04.2012;Sydney;0;ENE;30;17;63;1024;NA;22
15.04.2012;Sydney;0;W;22;11;72;1022.4;NA;22.5
16.04.2012;Sydney;0;S;35;20;58;1021.7;NA;23.5
17.04.2012;Sydney;23.6;ESE;56;9;85;1020.6;NA;19.1
18.04.2012;Sydney;48.8;NE;54;35;81;1018.3;NA;20.5
19.04.2012;Sydney;56;ENE;31;13;82;1016.2;NA;21.5
20.04.2012;Sydney;0.8;NA;NA;9;72;1014.4;NA;24
21.04.2012;Sydney;0;SSW;26;19;72;1012.8;NA;23.4
22.04.2012;Sydney;0;ENE;20;7;81;1010.9;NA;22.2
23.04.2012;Sydney;0;NW;33;15;85;1011;NA;19.1
24.04.2012;Sydney;1.6;NW;74;41;47;1009.2;NA;19.8
25.04.2012;Sydney;3.2;W;65;35;32;1007.8;NA;19.4
26.04.2012;Sydney;0;W;37;22;49;1017.2;NA;19.8
27.04.2012;Sydney;0;W;22;17;57;1020.5;NA;21.5
28.04.2012;Sydney;0;N;24;11;51;1017.4;NA;23
29.04.2012;Sydney;0;S;56;28;52;1021.9;NA;18.7
30.04.2012;Sydney;0;W;30;11;43;1025;NA;19.9
01.05.2012;Sydney;0;ENE;31;20;55;1023.2;NA;21.4
02.05.2012;Sydney;0;W;31;20;64;1018.4;NA;22.1
03.05.2012;Sydney;0;WSW;26;17;53;1017.3;NA;21.3
04.05.2012;Sydney;0;W;31;19;38;1016.8;NA;20.9
05.05.2012;Sydney;0;SSW;48;26;55;1013.2;NA;20.3
06.05.2012;Sydney;0;W;37;13;37;1014.2;NA;21
07.05.2012;Sydney;0;SSW;30;7;44;1015.7;NA;17.9
08.05.2012;Sydney;0;W;30;7;37;1016.5;NA;22.8
09.05.2012;Sydney;0;W;22;9;30;1018.9;NA;26.7
10.05.2012;Sydney;0;W;28;19;50;1019.4;NA;26.3
11.05.2012;Sydney;0;W;28;7;43;1013.8;NA;24.7
12.05.2012;Sydney;0;WSW;54;6;28;1014.1;NA;19.2
13.05.2012;Sydney;0;W;70;39;35;1011.5;NA;16.8
14.05.2012;Sydney;0;W;43;22;40;1021.5;NA;17.2
15.05.2012;Sydney;0;W;35;20;41;1021.9;NA;19.1
16.05.2012;Sydney;0;W;31;13;50;1022.5;NA;19.9
17.05.2012;Sydney;0;W;26;17;46;1022;NA;20.1
18.05.2012;Sydney;0;W;22;11;40;1021.1;NA;22.2
19.05.2012;Sydney;0;W;30;9;37;1020.3;NA;20.4
20.05.2012;Sydney;0;W;30;13;82;1024.1;NA;15
21.05.2012;Sydney;0.4;W;26;13;52;1021.6;NA;20.6
22.05.2012;Sydney;0;WNW;33;13;64;1020.7;NA;20.5
23.05.2012;Sydney;0;NW;24;17;88;1020.2;NA;21.7
24.05.2012;Sydney;0;W;37;7;93;1018.7;NA;13.7
25.05.2012;Sydney;13.8;WNW;59;24;37;1008.8;NA;18.4
26.05.2012;Sydney;0;W;61;31;41;1012.8;NA;15.9
27.05.2012;Sydney;0.2;SW;41;19;50;1019.5;NA;17.9
28.05.2012;Sydney;0;SSW;41;26;52;1025.3;NA;17.7
29.05.2012;Sydney;21.4;SSW;30;17;69;1030.6;NA;16.6
30.05.2012;Sydney;1.4;W;26;13;63;1032.5;NA;17.3
31.05.2012;Sydney;0;ENE;28;15;63;1030.7;NA;17.4
01.06.2012;Sydney;0.2;NNE;24;6;67;1025.7;NA;18.2
02.06.2012;Sydney;0.2;SSW;24;6;94;1018.7;NA;15.8
03.06.2012;Sydney;27.4;SSE;24;15;94;1010.6;NA;15.2
04.06.2012;Sydney;11.2;W;35;9;57;1000.4;NA;18.7
05.06.2012;Sydney;0;SSE;76;33;64;1000.7;NA;12.4
06.06.2012;Sydney;19.2;S;72;28;79;1017.9;NA;13.7
07.06.2012;Sydney;6.8;WSW;39;17;42;1021.2;NA;17.4
08.06.2012;Sydney;0;W;31;6;46;1023.8;NA;16.6
09.06.2012;Sydney;0;W;31;4;44;1024;NA;17.6
10.06.2012;Sydney;2.4;SE;30;6;87;1023.4;NA;13.6
11.06.2012;Sydney;76.4;SE;41;15;96;1020.4;NA;13
12.06.2012;Sydney;49.4;SE;50;24;66;1018.5;NA;17.4
13.06.2012;Sydney;8.6;SW;30;11;91;1019.2;NA;14.8
14.06.2012;Sydney;13.8;WNW;22;0;65;1016.4;NA;17.5
15.06.2012;Sydney;0;N;24;13;52;1013.2;NA;20.4
16.06.2012;Sydney;0.4;W;26;9;91;1014.2;NA;13.8
17.06.2012;Sydney;8.4;W;50;30;38;1016.6;NA;18.3
18.06.2012;Sydney;0;WSW;30;17;36;1019.7;NA;19
19.06.2012;Sydney;0;WSW;54;28;37;1017.7;NA;19
20.06.2012;Sydney;0;W;26;4;45;1017.9;NA;17.2
21.06.2012;Sydney;0;N;35;17;47;1010.7;NA;18.4
22.06.2012;Sydney;0;NW;61;20;56;1007.9;NA;14.8
23.06.2012;Sydney;0;WSW;43;15;32;1021.2;NA;16.2
24.06.2012;Sydney;0;W;37;19;38;1026.1;NA;18.1
25.06.2012;Sydney;0;WSW;39;22;NA;1023.7;NA;19.2
